index,timestamp,bit,p0,p1,confidence,model,elapsed_ms,input_tokens,output_tokens
1,2026-09-22T10:17:42.280366+08:00,0,0.69,0.31,0.39,jev-1.13.0,1237.15,310,31
2,2026-09-22T10:17:43.517953+08:00,0,0.7,0.3,0.4,jev-1.13.0,1253.77,310,31
3,2026-09-22T10:17:44.772045+08:00,0,0.69,0.31,0.37,jev-1.13.0,461.43,310,31
4,2026-09-22T10:17:45.235105+08:00,0,0.68,0.32,0.36,jev-1.13.0,409.35,310,31
5,2026-09-22T10:17:45.644939+08:00,0,0.68,0.32,0.36,jev-1.13.0,466.89,310,31
6,2026-09-22T10:17:46.112150+08:00,0,0.69,0.31,0.38,jev-1.13.0,440.23,310,31
7,2026-09-22T10:17:46.552633+08:00,0,0.7,0.3,0.4,jev-1.13.0,406.82,310,31
8,2026-09-22T10:17:46.959728+08:00,0,0.67,0.33,0.33,jev-1.13.0,424.97,310,31
9,2026-09-22T10:17:47.384977+08:00,0,0.68,0.32,0.35,jev-1.13.0,424.61,310,31
10,2026-09-22T10:17:47.811170+08:00,0,0.69,0.31,0.37,jev-1.13.0,447.66,310,31
11,2026-09-22T10:17:48.259199+08:00,0,0.66,0.34,0.32,jev-1.13.0,447.33,310,31
12,2026-09-22T10:17:48.706804+08:00,0,0.72,0.28,0.43,jev-1.13.0,446.33,310,31
13,2026-09-22T10:17:49.153424+08:00,0,0.66,0.34,0.32,jev-1.13.0,438.6,310,31
14,2026-09-22T10:17:49.592293+08:00,0,0.67,0.33,0.33,jev-1.13.0,435.19,310,31
15,2026-09-22T10:17:50.027728+08:00,0,0.69,0.31,0.38,jev-1.13.0,947.1,310,31
16,2026-09-22T10:17:50.975116+08:00,0,0.68,0.32,0.37,jev-1.13.0,433.26,310,31
17,2026-09-22T10:17:51.408600+08:00,0,0.7,0.3,0.41,jev-1.13.0,472.63,310,31
18,2026-09-22T10:17:51.881545+08:00,0,0.67,0.33,0.33,jev-1.13.0,423.78,310,31
19,2026-09-22T10:17:52.305551+08:00,0,0.66,0.34,0.32,jev-1.13.0,1038.93,310,31
20,2026-09-22T10:17:53.344783+08:00,0,0.65,0.35,0.3,jev-1.13.0,527.56,310,31
21,2026-09-22T10:17:53.873338+08:00,0,0.7,0.3,0.41,jev-1.13.0,443.61,310,31
22,2026-09-22T10:17:54.317174+08:00,0,0.7,0.3,0.4,jev-1.13.0,958.21,310,31
23,2026-09-22T10:17:55.275630+08:00,0,0.69,0.31,0.39,jev-1.13.0,514.42,310,31
24,2026-09-22T10:17:55.790512+08:00,0,0.7,0.3,0.41,jev-1.13.0,482.51,310,31
25,2026-09-22T10:17:56.273339+08:00,0,0.68,0.32,0.37,jev-1.13.0,423.15,310,31
26,2026-09-22T10:17:56.696811+08:00,0,0.71,0.29,0.41,jev-1.13.0,435.44,310,31
27,2026-09-22T10:17:57.132648+08:00,0,0.69,0.31,0.38,jev-1.13.0,409.88,310,31
28,2026-09-22T10:17:57.542868+08:00,0,0.68,0.32,0.36,jev-1.13.0,911.23,310,31
29,2026-09-22T10:17:58.454366+08:00,0,0.7,0.3,0.4,jev-1.13.0,422.55,310,31
30,2026-09-22T10:17:58.877171+08:00,0,0.68,0.32,0.36,jev-1.13.0,449.19,310,31
31,2026-09-22T10:17:59.326578+08:00,0,0.69,0.31,0.38,jev-1.13.0,451.66,310,31
32,2026-09-22T10:17:59.778512+08:00,0,0.66,0.34,0.32,jev-1.13.0,815.94,310,31
33,2026-09-22T10:18:00.594716+08:00,0,0.68,0.32,0.36,jev-1.13.0,432.35,310,31
34,2026-09-22T10:18:01.027383+08:00,0,0.69,0.31,0.38,jev-1.13.0,459.92,310,31
35,2026-09-22T10:18:01.487539+08:00,0,0.72,0.28,0.43,jev-1.13.0,458.52,310,31
36,2026-09-22T10:18:01.946320+08:00,0,0.7,0.3,0.4,jev-1.13.0,761.56,310,31
37,2026-09-22T10:18:02.708154+08:00,0,0.71,0.29,0.41,jev-1.13.0,452.14,310,31
38,2026-09-22T10:18:03.160561+08:00,0,0.67,0.33,0.34,jev-1.13.0,475.75,310,31
39,2026-09-22T10:18:03.636627+08:00,0,0.68,0.32,0.37,jev-1.13.0,449.6,310,31
40,2026-09-22T10:18:04.086452+08:00,0,0.71,0.29,0.43,jev-1.13.0,928.87,310,31
41,2026-09-22T10:18:05.015767+08:00,0,0.71,0.29,0.41,jev-1.13.0,514.57,310,31
42,2026-09-22T10:18:05.530719+08:00,0,0.67,0.33,0.33,jev-1.13.0,423.99,310,31
43,2026-09-22T10:18:05.955006+08:00,0,0.67,0.33,0.34,jev-1.13.0,464.42,310,31
44,2026-09-22T10:18:06.419633+08:00,0,0.69,0.31,0.38,jev-1.13.0,420.18,310,31
45,2026-09-22T10:18:06.840036+08:00,0,0.68,0.32,0.36,jev-1.13.0,430.18,310,31
46,2026-09-22T10:18:07.270447+08:00,0,0.67,0.33,0.34,jev-1.13.0,495.49,310,31
47,2026-09-22T10:18:07.766253+08:00,0,0.67,0.33,0.34,jev-1.13.0,441.41,310,31
48,2026-09-22T10:18:08.207939+08:00,0,0.68,0.32,0.36,jev-1.13.0,428.76,310,31
