index,timestamp,bit,p0,p1,confidence,model,elapsed_ms,input_tokens,output_tokens
1,2026-09-22T10:35:10.271503+08:00,0,0.62,0.38,0.24,jev-1.13.0,853.56,346,31
2,2026-09-22T10:35:11.125495+08:00,0,0.66,0.34,0.33,jev-1.13.0,377.63,346,31
3,2026-09-22T10:35:11.504867+08:00,0,0.63,0.37,0.27,jev-1.13.0,396.76,346,31
4,2026-09-22T10:35:11.901899+08:00,0,0.63,0.37,0.27,jev-1.13.0,346.07,346,31
5,2026-09-22T10:35:12.248179+08:00,0,0.63,0.37,0.26,jev-1.13.0,354.38,346,31
6,2026-09-22T10:35:12.602818+08:00,0,0.65,0.35,0.3,jev-1.13.0,341.46,346,31
7,2026-09-22T10:35:12.944506+08:00,0,0.67,0.33,0.34,jev-1.13.0,377.95,346,31
8,2026-09-22T10:35:13.322728+08:00,0,0.66,0.34,0.33,jev-1.13.0,327.39,346,31
9,2026-09-22T10:35:13.650372+08:00,0,0.63,0.37,0.27,jev-1.13.0,434.63,346,31
10,2026-09-22T10:35:14.086577+08:00,0,0.62,0.38,0.23,jev-1.13.0,413.58,346,31
11,2026-09-22T10:35:14.500439+08:00,0,0.66,0.34,0.32,jev-1.13.0,401.19,346,31
12,2026-09-22T10:35:14.901862+08:00,0,0.64,0.36,0.27,jev-1.13.0,399.02,346,31
13,2026-09-22T10:35:15.301097+08:00,0,0.62,0.38,0.23,jev-1.13.0,343.99,346,31
14,2026-09-22T10:35:15.645460+08:00,0,0.66,0.34,0.33,jev-1.13.0,361.04,346,31
15,2026-09-22T10:35:16.006771+08:00,0,0.66,0.34,0.33,jev-1.13.0,431.31,346,31
16,2026-09-22T10:35:16.438347+08:00,0,0.65,0.35,0.3,jev-1.13.0,411.78,346,31
17,2026-09-22T10:35:16.850397+08:00,0,0.65,0.35,0.3,jev-1.13.0,550.23,346,31
18,2026-09-22T10:35:17.400891+08:00,0,0.63,0.37,0.27,jev-1.13.0,351.14,346,31
19,2026-09-22T10:35:17.752297+08:00,0,0.64,0.36,0.28,jev-1.13.0,388.37,346,31
20,2026-09-22T10:35:18.140927+08:00,0,0.65,0.35,0.31,jev-1.13.0,462.81,346,31
21,2026-09-22T10:35:18.604183+08:00,0,0.67,0.33,0.34,jev-1.13.0,397.52,346,31
22,2026-09-22T10:35:19.001982+08:00,0,0.65,0.35,0.29,jev-1.13.0,395.73,346,31
23,2026-09-22T10:35:19.397991+08:00,0,0.65,0.35,0.3,jev-1.13.0,402.83,346,31
24,2026-09-22T10:35:19.801099+08:00,0,0.64,0.36,0.27,jev-1.13.0,352.36,346,31
25,2026-09-22T10:35:20.153700+08:00,0,0.65,0.35,0.3,jev-1.13.0,347.93,346,31
26,2026-09-22T10:35:20.502070+08:00,0,0.64,0.36,0.29,jev-1.13.0,319.34,346,31
27,2026-09-22T10:35:20.821817+08:00,0,0.64,0.36,0.28,jev-1.13.0,384.37,346,31
28,2026-09-22T10:35:21.206461+08:00,0,0.64,0.36,0.28,jev-1.13.0,508.48,346,31
29,2026-09-22T10:35:21.715212+08:00,0,0.64,0.36,0.29,jev-1.13.0,391.66,346,31
30,2026-09-22T10:35:22.107077+08:00,0,0.67,0.33,0.34,jev-1.13.0,337.37,346,31
