index,timestamp,bit,p0,p1,confidence,model,elapsed_ms,input_tokens,output_tokens
1,2026-09-22T09:48:42.556803+08:00,0,0.69,0.31,0.38,jev-1.13.0,2059.66,310,31
2,2026-09-22T09:48:44.617165+08:00,0,0.71,0.29,0.42,jev-1.13.0,342.44,310,31
3,2026-09-22T09:48:44.959946+08:00,0,0.67,0.33,0.35,jev-1.13.0,369.48,310,31
4,2026-09-22T09:48:45.331046+08:00,0,0.7,0.3,0.39,jev-1.13.0,628.66,310,31
5,2026-09-22T09:48:45.960041+08:00,0,0.67,0.33,0.34,jev-1.13.0,361.27,310,31
6,2026-09-22T09:48:46.321561+08:00,0,0.69,0.31,0.38,jev-1.13.0,642.27,310,31
7,2026-09-22T09:48:46.964184+08:00,0,0.71,0.29,0.43,jev-1.13.0,334.39,310,31
8,2026-09-22T09:48:47.298924+08:00,0,0.69,0.31,0.38,jev-1.13.0,365.07,310,31
9,2026-09-22T09:48:47.664256+08:00,0,0.68,0.32,0.36,jev-1.13.0,352.42,310,31
10,2026-09-22T09:48:48.018460+08:00,0,0.69,0.31,0.39,jev-1.13.0,343.43,310,31
11,2026-09-22T09:48:48.362128+08:00,0,0.68,0.32,0.37,jev-1.13.0,349.31,310,31
12,2026-09-22T09:48:48.711689+08:00,0,0.68,0.32,0.37,jev-1.13.0,363.68,310,31
13,2026-09-22T09:48:49.075698+08:00,0,0.69,0.31,0.37,jev-1.13.0,1105.64,310,31
14,2026-09-22T09:48:50.181618+08:00,0,0.7,0.3,0.4,jev-1.13.0,365.0,310,31
15,2026-09-22T09:48:50.546963+08:00,0,0.72,0.28,0.44,jev-1.13.0,638.78,310,31
16,2026-09-22T09:48:51.185991+08:00,0,0.69,0.31,0.39,jev-1.13.0,367.23,310,31
17,2026-09-22T09:48:51.553474+08:00,0,0.7,0.3,0.4,jev-1.13.0,387.51,310,31
18,2026-09-22T09:48:51.941221+08:00,0,0.69,0.31,0.39,jev-1.13.0,359.66,310,31
19,2026-09-22T09:48:52.301133+08:00,0,0.68,0.32,0.35,jev-1.13.0,366.81,310,31
20,2026-09-22T09:48:52.668188+08:00,0,0.7,0.3,0.41,jev-1.13.0,365.26,310,31
21,2026-09-22T09:48:53.033725+08:00,0,0.66,0.34,0.33,jev-1.13.0,344.8,310,31
22,2026-09-22T09:48:53.378933+08:00,0,0.67,0.33,0.34,jev-1.13.0,397.75,310,31
23,2026-09-22T09:48:53.776931+08:00,0,0.7,0.3,0.4,jev-1.13.0,432.08,310,31
24,2026-09-22T09:48:54.209351+08:00,0,0.69,0.31,0.38,jev-1.13.0,1964.55,310,31
25,2026-09-22T09:48:56.174236+08:00,0,0.67,0.33,0.34,jev-1.13.0,768.36,310,31
26,2026-09-22T09:48:56.942895+08:00,0,0.66,0.34,0.33,jev-1.13.0,1081.85,310,31
27,2026-09-22T09:48:58.025019+08:00,0,0.7,0.3,0.41,jev-1.13.0,360.98,310,31
28,2026-09-22T09:48:58.386245+08:00,0,0.67,0.33,0.34,jev-1.13.0,384.23,310,31
29,2026-09-22T09:48:58.770836+08:00,0,0.7,0.3,0.39,jev-1.13.0,370.9,310,31
30,2026-09-22T09:48:59.142061+08:00,0,0.68,0.32,0.36,jev-1.13.0,382.08,310,31
31,2026-09-22T09:48:59.524415+08:00,0,0.69,0.31,0.38,jev-1.13.0,350.11,310,31
32,2026-09-22T09:48:59.874873+08:00,0,0.68,0.32,0.37,jev-1.13.0,358.54,310,31
33,2026-09-22T09:49:00.233676+08:00,0,0.67,0.33,0.35,jev-1.13.0,397.31,310,31
34,2026-09-22T09:49:00.631230+08:00,0,0.7,0.3,0.39,jev-1.13.0,401.29,310,31
35,2026-09-22T09:49:01.032772+08:00,0,0.69,0.31,0.38,jev-1.13.0,354.57,310,31
36,2026-09-22T09:49:01.387595+08:00,0,0.68,0.32,0.36,jev-1.13.0,363.7,310,31
37,2026-09-22T09:49:01.751654+08:00,0,0.69,0.31,0.38,jev-1.13.0,373.62,310,31
38,2026-09-22T09:49:02.125637+08:00,0,0.69,0.31,0.39,jev-1.13.0,376.86,310,31
39,2026-09-22T09:49:02.502834+08:00,0,0.65,0.35,0.31,jev-1.13.0,380.92,310,31
40,2026-09-22T09:49:02.884082+08:00,0,0.7,0.3,0.4,jev-1.13.0,371.34,310,31
