index,timestamp,bit,p0,p1,confidence,model,elapsed_ms,input_tokens,output_tokens,history_before,history_after
1,2026-09-22T11:02:26.983442+08:00,0,0.56,0.44,0.12,jev-1.13.0,1071.42,326,31,01010,10100
2,2026-09-22T11:02:28.055372+08:00,0,0.56,0.44,0.13,jev-1.13.0,437.37,326,31,10100,01000
3,2026-09-22T11:02:28.494350+08:00,0,0.58,0.42,0.16,jev-1.13.0,402.3,326,31,01000,10000
4,2026-09-22T11:02:28.896908+08:00,0,0.62,0.38,0.23,jev-1.13.0,403.73,326,31,10000,00000
5,2026-09-22T11:02:29.300895+08:00,0,0.58,0.42,0.17,jev-1.13.0,407.47,326,31,00000,00000
6,2026-09-22T11:02:29.708698+08:00,0,0.6,0.4,0.19,jev-1.13.0,394.68,326,31,00000,00000
7,2026-09-22T11:02:30.103670+08:00,0,0.59,0.41,0.18,jev-1.13.0,395.62,326,31,00000,00000
8,2026-09-22T11:02:30.501174+08:00,0,0.61,0.39,0.23,jev-1.13.0,951.03,326,31,00000,00000
9,2026-09-22T11:02:31.452530+08:00,0,0.62,0.38,0.23,jev-1.13.0,369.57,326,31,00000,00000
10,2026-09-22T11:02:31.822312+08:00,0,0.59,0.41,0.18,jev-1.13.0,373.66,326,31,00000,00000
11,2026-09-22T11:02:32.196330+08:00,0,0.6,0.4,0.21,jev-1.13.0,385.19,326,31,00000,00000
12,2026-09-22T11:02:32.581746+08:00,0,0.56,0.44,0.12,jev-1.13.0,391.54,326,31,00000,00000
13,2026-09-22T11:02:32.973541+08:00,0,0.63,0.37,0.25,jev-1.13.0,545.86,326,31,00000,00000
14,2026-09-22T11:02:33.519732+08:00,0,0.61,0.39,0.22,jev-1.13.0,472.98,326,31,00000,00000
15,2026-09-22T11:02:33.992954+08:00,0,0.61,0.39,0.23,jev-1.13.0,420.21,326,31,00000,00000
16,2026-09-22T11:02:34.413447+08:00,0,0.59,0.41,0.18,jev-1.13.0,455.79,326,31,00000,00000
17,2026-09-22T11:02:34.869501+08:00,0,0.6,0.4,0.2,jev-1.13.0,410.38,326,31,00000,00000
18,2026-09-22T11:02:35.280251+08:00,0,0.61,0.39,0.22,jev-1.13.0,437.06,326,31,00000,00000
19,2026-09-22T11:02:35.717605+08:00,0,0.58,0.42,0.16,jev-1.13.0,424.14,326,31,00000,00000
20,2026-09-22T11:02:36.142056+08:00,0,0.57,0.43,0.14,jev-1.13.0,372.64,326,31,00000,00000
21,2026-09-22T11:02:36.515018+08:00,0,0.59,0.41,0.19,jev-1.13.0,445.5,326,31,00000,00000
22,2026-09-22T11:02:36.960809+08:00,0,0.62,0.38,0.25,jev-1.13.0,370.67,326,31,00000,00000
23,2026-09-22T11:02:37.331713+08:00,0,0.6,0.4,0.2,jev-1.13.0,401.21,326,31,00000,00000
24,2026-09-22T11:02:37.733396+08:00,0,0.61,0.39,0.22,jev-1.13.0,409.71,326,31,00000,00000
25,2026-09-22T11:02:38.143355+08:00,0,0.62,0.38,0.24,jev-1.13.0,395.73,326,31,00000,00000
26,2026-09-22T11:02:38.539417+08:00,0,0.57,0.43,0.14,jev-1.13.0,446.34,326,31,00000,00000
27,2026-09-22T11:02:38.985985+08:00,0,0.59,0.41,0.17,jev-1.13.0,399.43,326,31,00000,00000
28,2026-09-22T11:02:39.385648+08:00,0,0.61,0.39,0.22,jev-1.13.0,436.71,326,31,00000,00000
29,2026-09-22T11:02:39.822586+08:00,0,0.59,0.41,0.18,jev-1.13.0,486.34,326,31,00000,00000
30,2026-09-22T11:02:40.309160+08:00,0,0.62,0.38,0.25,jev-1.13.0,395.38,326,31,00000,00000
31,2026-09-22T11:02:40.704766+08:00,0,0.61,0.39,0.22,jev-1.13.0,383.91,326,31,00000,00000
32,2026-09-22T11:02:41.088962+08:00,0,0.62,0.38,0.24,jev-1.13.0,458.22,326,31,00000,00000
33,2026-09-22T11:02:41.547449+08:00,0,0.63,0.37,0.25,jev-1.13.0,462.11,326,31,00000,00000
34,2026-09-22T11:02:42.009836+08:00,0,0.59,0.41,0.18,jev-1.13.0,394.94,326,31,00000,00000
35,2026-09-22T11:02:42.405003+08:00,0,0.62,0.38,0.24,jev-1.13.0,401.9,326,31,00000,00000
36,2026-09-22T11:02:42.807361+08:00,0,0.63,0.37,0.25,jev-1.13.0,430.38,326,31,00000,00000
37,2026-09-22T11:02:43.237967+08:00,0,0.59,0.41,0.18,jev-1.13.0,463.81,326,31,00000,00000
38,2026-09-22T11:02:43.702010+08:00,0,0.58,0.42,0.16,jev-1.13.0,518.09,326,31,00000,00000
39,2026-09-22T11:02:44.220321+08:00,0,0.62,0.38,0.25,jev-1.13.0,399.11,326,31,00000,00000
40,2026-09-22T11:02:44.619681+08:00,0,0.61,0.39,0.23,jev-1.13.0,443.48,326,31,00000,00000
41,2026-09-22T11:02:45.063406+08:00,0,0.6,0.4,0.2,jev-1.13.0,362.23,326,31,00000,00000
42,2026-09-22T11:02:45.425858+08:00,0,0.59,0.41,0.19,jev-1.13.0,441.18,326,31,00000,00000
43,2026-09-22T11:02:45.867332+08:00,0,0.58,0.42,0.16,jev-1.13.0,426.5,326,31,00000,00000
44,2026-09-22T11:02:46.294053+08:00,0,0.6,0.4,0.21,jev-1.13.0,383.58,326,31,00000,00000
45,2026-09-22T11:02:46.677859+08:00,0,0.6,0.4,0.21,jev-1.13.0,346.03,326,31,00000,00000
46,2026-09-22T11:02:47.024236+08:00,0,0.6,0.4,0.21,jev-1.13.0,373.57,326,31,00000,00000
47,2026-09-22T11:02:47.398142+08:00,0,0.58,0.42,0.17,jev-1.13.0,429.02,326,31,00000,00000
48,2026-09-22T11:02:47.827484+08:00,0,0.57,0.43,0.14,jev-1.13.0,387.47,326,31,00000,00000
49,2026-09-22T11:02:48.215291+08:00,0,0.62,0.38,0.24,jev-1.13.0,388.16,326,31,00000,00000
50,2026-09-22T11:02:48.603729+08:00,0,0.61,0.39,0.22,jev-1.13.0,408.54,326,31,00000,00000
51,2026-09-22T11:02:49.012681+08:00,0,0.6,0.4,0.21,jev-1.13.0,355.99,326,31,00000,00000
52,2026-09-22T11:02:49.369037+08:00,0,0.6,0.4,0.2,jev-1.13.0,448.14,326,31,00000,00000
53,2026-09-22T11:02:49.817488+08:00,0,0.57,0.43,0.14,jev-1.13.0,373.35,326,31,00000,00000
54,2026-09-22T11:02:50.191132+08:00,0,0.58,0.42,0.17,jev-1.13.0,411.25,326,31,00000,00000
55,2026-09-22T11:02:50.602659+08:00,0,0.63,0.37,0.25,jev-1.13.0,402.75,326,31,00000,00000
56,2026-09-22T11:02:51.005798+08:00,0,0.58,0.42,0.16,jev-1.13.0,417.12,326,31,00000,00000
57,2026-09-22T11:02:51.423311+08:00,0,0.6,0.4,0.2,jev-1.13.0,393.48,326,31,00000,00000
58,2026-09-22T11:02:51.817182+08:00,0,0.6,0.4,0.19,jev-1.13.0,393.26,326,31,00000,00000
59,2026-09-22T11:02:52.210834+08:00,0,0.62,0.38,0.24,jev-1.13.0,407.21,326,31,00000,00000
60,2026-09-22T11:02:52.618281+08:00,0,0.61,0.39,0.22,jev-1.13.0,429.58,326,31,00000,00000
61,2026-09-22T11:02:53.048159+08:00,0,0.61,0.39,0.23,jev-1.13.0,402.87,326,31,00000,00000
62,2026-09-22T11:02:53.451269+08:00,0,0.59,0.41,0.17,jev-1.13.0,383.5,326,31,00000,00000
63,2026-09-22T11:02:53.835014+08:00,0,0.58,0.42,0.17,jev-1.13.0,431.1,326,31,00000,00000
64,2026-09-22T11:02:54.266388+08:00,0,0.6,0.4,0.2,jev-1.13.0,383.67,326,31,00000,00000
65,2026-09-22T11:02:54.650379+08:00,0,0.6,0.4,0.2,jev-1.13.0,894.85,326,31,00000,00000
66,2026-09-22T11:02:55.545593+08:00,0,0.58,0.42,0.16,jev-1.13.0,370.58,326,31,00000,00000
67,2026-09-22T11:02:55.916527+08:00,0,0.6,0.4,0.21,jev-1.13.0,394.16,326,31,00000,00000
68,2026-09-22T11:02:56.311001+08:00,0,0.59,0.41,0.18,jev-1.13.0,432.98,326,31,00000,00000
69,2026-09-22T11:02:56.744392+08:00,0,0.61,0.39,0.21,jev-1.13.0,402.34,326,31,00000,00000
70,2026-09-22T11:02:57.147121+08:00,0,0.59,0.41,0.19,jev-1.13.0,391.39,326,31,00000,00000
71,2026-09-22T11:02:57.538862+08:00,0,0.58,0.42,0.17,jev-1.13.0,385.49,326,31,00000,00000
72,2026-09-22T11:02:57.924661+08:00,0,0.61,0.39,0.21,jev-1.13.0,413.21,326,31,00000,00000
73,2026-09-22T11:02:58.338237+08:00,0,0.61,0.39,0.23,jev-1.13.0,426.13,326,31,00000,00000
74,2026-09-22T11:02:58.766228+08:00,0,0.59,0.41,0.18,jev-1.13.0,897.92,326,31,00000,00000
75,2026-09-22T11:02:59.664410+08:00,0,0.61,0.39,0.22,jev-1.13.0,957.16,326,31,00000,00000
76,2026-09-22T11:03:00.621836+08:00,0,0.61,0.39,0.21,jev-1.13.0,386.13,326,31,00000,00000
77,2026-09-22T11:03:01.008253+08:00,0,0.58,0.42,0.16,jev-1.13.0,383.25,326,31,00000,00000
78,2026-09-22T11:03:01.391756+08:00,0,0.6,0.4,0.2,jev-1.13.0,927.04,326,31,00000,00000
79,2026-09-22T11:03:02.319070+08:00,0,0.6,0.4,0.21,jev-1.13.0,377.56,326,31,00000,00000
80,2026-09-22T11:03:02.696885+08:00,0,0.59,0.41,0.17,jev-1.13.0,405.76,326,31,00000,00000
81,2026-09-22T11:03:03.102977+08:00,0,0.61,0.39,0.21,jev-1.13.0,849.55,326,31,00000,00000
82,2026-09-22T11:03:03.952808+08:00,0,0.61,0.39,0.22,jev-1.13.0,395.14,326,31,00000,00000
83,2026-09-22T11:03:04.348302+08:00,0,0.59,0.41,0.18,jev-1.13.0,1358.31,326,31,00000,00000
84,2026-09-22T11:03:05.706994+08:00,0,0.58,0.42,0.15,jev-1.13.0,889.14,326,31,00000,00000
85,2026-09-22T11:03:06.596424+08:00,0,0.6,0.4,0.2,jev-1.13.0,373.33,326,31,00000,00000
86,2026-09-22T11:03:06.970027+08:00,0,0.59,0.41,0.19,jev-1.13.0,471.92,326,31,00000,00000
87,2026-09-22T11:03:07.442222+08:00,0,0.59,0.41,0.17,jev-1.13.0,385.03,326,31,00000,00000
88,2026-09-22T11:03:07.827486+08:00,0,0.57,0.43,0.15,jev-1.13.0,399.45,326,31,00000,00000
89,2026-09-22T11:03:08.227215+08:00,0,0.56,0.44,0.12,jev-1.13.0,859.42,326,31,00000,00000
90,2026-09-22T11:03:09.086911+08:00,0,0.58,0.42,0.16,jev-1.13.0,389.92,326,31,00000,00000
91,2026-09-22T11:03:09.481049+08:00,0,0.59,0.41,0.18,jev-1.13.0,391.37,326,31,00000,00000
92,2026-09-22T11:03:09.872708+08:00,0,0.61,0.39,0.21,jev-1.13.0,416.55,326,31,00000,00000
93,2026-09-22T11:03:10.289610+08:00,0,0.63,0.37,0.26,jev-1.13.0,401.84,326,31,00000,00000
94,2026-09-22T11:03:10.691695+08:00,0,0.62,0.38,0.25,jev-1.13.0,423.75,326,31,00000,00000
95,2026-09-22T11:03:11.115694+08:00,0,0.59,0.41,0.17,jev-1.13.0,393.95,326,31,00000,00000
96,2026-09-22T11:03:11.509952+08:00,0,0.59,0.41,0.17,jev-1.13.0,385.97,326,31,00000,00000
97,2026-09-22T11:03:11.896171+08:00,0,0.6,0.4,0.2,jev-1.13.0,412.23,326,31,00000,00000
98,2026-09-22T11:03:12.308635+08:00,0,0.58,0.42,0.16,jev-1.13.0,400.61,326,31,00000,00000
99,2026-09-22T11:03:12.709664+08:00,0,0.57,0.43,0.13,jev-1.13.0,415.15,326,31,00000,00000
100,2026-09-22T11:03:13.125086+08:00,0,0.56,0.44,0.12,jev-1.13.0,493.07,326,31,00000,00000
101,2026-09-22T11:03:13.618408+08:00,0,0.62,0.38,0.24,jev-1.13.0,384.84,326,31,00000,00000
102,2026-09-22T11:03:14.003583+08:00,0,0.6,0.4,0.2,jev-1.13.0,390.37,326,31,00000,00000
103,2026-09-22T11:03:14.394209+08:00,0,0.64,0.36,0.27,jev-1.13.0,439.58,326,31,00000,00000
104,2026-09-22T11:03:14.834081+08:00,0,0.59,0.41,0.19,jev-1.13.0,622.22,326,31,00000,00000
105,2026-09-22T11:03:15.456719+08:00,0,0.58,0.42,0.15,jev-1.13.0,408.96,326,31,00000,00000
106,2026-09-22T11:03:15.866099+08:00,0,0.62,0.38,0.25,jev-1.13.0,425.31,326,31,00000,00000
107,2026-09-22T11:03:16.291713+08:00,0,0.62,0.38,0.24,jev-1.13.0,429.63,326,31,00000,00000
108,2026-09-22T11:03:16.721705+08:00,0,0.58,0.42,0.15,jev-1.13.0,411.71,326,31,00000,00000
109,2026-09-22T11:03:17.133714+08:00,0,0.58,0.42,0.16,jev-1.13.0,392.21,326,31,00000,00000
110,2026-09-22T11:03:17.526164+08:00,0,0.59,0.41,0.19,jev-1.13.0,427.87,326,31,00000,00000
111,2026-09-22T11:03:17.954258+08:00,0,0.58,0.42,0.15,jev-1.13.0,365.11,326,31,00000,00000
112,2026-09-22T11:03:18.319689+08:00,0,0.62,0.38,0.24,jev-1.13.0,390.72,326,31,00000,00000
113,2026-09-22T11:03:18.710670+08:00,0,0.61,0.39,0.22,jev-1.13.0,400.59,326,31,00000,00000
114,2026-09-22T11:03:19.111542+08:00,0,0.64,0.36,0.27,jev-1.13.0,387.8,326,31,00000,00000
