index,timestamp,bit,p0,p1,confidence,model,elapsed_ms,input_tokens,output_tokens,salt
1,2026-09-22T10:42:12.500415+08:00,0,0.56,0.44,0.11,jev-1.13.0,1593.49,378,31,aac458157d934bd68504e10dab0c3659
2,2026-09-22T10:42:14.094383+08:00,0,0.53,0.47,0.07,jev-1.13.0,437.71,378,31,d9f65ed45b9bcf90e0ea84f033c0e1da
3,2026-09-22T10:42:14.532394+08:00,0,0.54,0.46,0.09,jev-1.13.0,421.09,377,31,3ec07bef7d300bf64ce7b0957de5c650
4,2026-09-22T10:42:14.953727+08:00,0,0.55,0.45,0.09,jev-1.13.0,434.53,378,31,fae1785fa0be00d4c8c7f52ef398d29a
5,2026-09-22T10:42:15.388537+08:00,0,0.55,0.45,0.09,jev-1.13.0,774.89,379,31,47b1333f6bcfcc11fa85b104a31b5b3e
6,2026-09-22T10:42:16.163718+08:00,0,0.55,0.45,0.11,jev-1.13.0,413.09,374,31,decbab5ac16935071fedde34f686741b
7,2026-09-22T10:42:16.578643+08:00,0,0.54,0.46,0.08,jev-1.13.0,500.18,380,31,51a50f91f6376e5881bbbb22e583b386
8,2026-09-22T10:42:17.079279+08:00,0,0.54,0.46,0.08,jev-1.13.0,436.82,381,31,1e3e04829d8ce4828df6a1742c4652f7
9,2026-09-22T10:42:17.516370+08:00,0,0.54,0.46,0.08,jev-1.13.0,404.62,378,31,020bfd781cf95b5c9b1ed20ed5f35a89
10,2026-09-22T10:42:17.921242+08:00,0,0.53,0.47,0.07,jev-1.13.0,484.02,381,31,5c094cd28a28efb66026d1c188485860
11,2026-09-22T10:42:18.405642+08:00,0,0.54,0.46,0.08,jev-1.13.0,450.28,378,31,b517c3da3b03a0ad8c8d82ab2828c6fe
12,2026-09-22T10:42:18.856225+08:00,0,0.55,0.45,0.1,jev-1.13.0,409.52,380,31,7c009f5101fcb475faf30317682c66c8
13,2026-09-22T10:42:19.266031+08:00,0,0.54,0.46,0.07,jev-1.13.0,468.15,380,31,c470e3c56ecb66441c0031d51e0cf6e3
14,2026-09-22T10:42:19.734540+08:00,0,0.55,0.45,0.11,jev-1.13.0,428.4,381,31,d85b48a477dd389c52459c50b57045a9
15,2026-09-22T10:42:20.163275+08:00,0,0.56,0.44,0.11,jev-1.13.0,422.07,380,31,264b4b51223b2aa509aaec3e21e8d0d3
16,2026-09-22T10:42:20.585679+08:00,0,0.53,0.47,0.06,jev-1.13.0,440.01,375,31,69e82ec2a87abeac0ea4320beb50ca12
17,2026-09-22T10:42:21.026052+08:00,0,0.55,0.45,0.09,jev-1.13.0,446.43,379,31,88eb9f365af8f3d938eab0118ecf23e6
18,2026-09-22T10:42:21.472854+08:00,0,0.57,0.43,0.14,jev-1.13.0,443.17,380,31,bc0888046bd406307b443153653b8218
19,2026-09-22T10:42:21.916304+08:00,0,0.56,0.44,0.13,jev-1.13.0,1015.05,378,31,90fd073645cb0222fb4aff8407676f55
20,2026-09-22T10:42:22.931584+08:00,0,0.56,0.44,0.12,jev-1.13.0,415.12,377,31,d8fbaf494806136547994cbaa15ea436
21,2026-09-22T10:42:23.347095+08:00,0,0.59,0.41,0.18,jev-1.13.0,755.97,379,31,2d92ad5cab8a349f9931fbc786b8e56a
22,2026-09-22T10:42:24.103510+08:00,0,0.55,0.45,0.11,jev-1.13.0,408.48,379,31,5c47e426e96a3fa6353bc036693ea6ae
23,2026-09-22T10:42:24.512471+08:00,0,0.54,0.46,0.07,jev-1.13.0,452.68,381,31,30c4be7946a36e4378930549fd1a455c
24,2026-09-22T10:42:24.965448+08:00,0,0.53,0.47,0.07,jev-1.13.0,460.82,380,31,0b5c1b49699c1f40dcc8049ad22c1d17
25,2026-09-22T10:42:25.426534+08:00,0,0.56,0.44,0.12,jev-1.13.0,428.94,377,31,dd52b8009d0665231bcdc7bd88e664cc
26,2026-09-22T10:42:25.855820+08:00,0,0.57,0.43,0.14,jev-1.13.0,414.75,377,31,dd08669f12fff44eb500c72960bce658
27,2026-09-22T10:42:26.270935+08:00,0,0.54,0.46,0.09,jev-1.13.0,407.96,376,31,3dda76ac6712165348ddfaac4979fa1a
28,2026-09-22T10:42:26.679300+08:00,0,0.55,0.45,0.11,jev-1.13.0,421.25,380,31,751cfd3f5f80b13ae81df05217b309b7
29,2026-09-22T10:42:27.100817+08:00,0,0.54,0.46,0.08,jev-1.13.0,457.88,382,31,48621db49f5995e8e3f48f0022b4d3f4
30,2026-09-22T10:42:27.558952+08:00,0,0.55,0.45,0.1,jev-1.13.0,927.97,380,31,349b6286ac2d50fa1cd13336c00c680d
31,2026-09-22T10:42:28.487213+08:00,0,0.56,0.44,0.12,jev-1.13.0,450.93,380,31,5a92cd1384e325fe21973350ad817929
32,2026-09-22T10:42:28.938430+08:00,0,0.55,0.45,0.1,jev-1.13.0,434.33,378,31,ee90e3631653c6aadafd717323e73385
33,2026-09-22T10:42:29.373109+08:00,0,0.53,0.47,0.06,jev-1.13.0,1179.46,383,31,9f2a1969936b6462c782287b6b2b4e34
34,2026-09-22T10:42:30.552864+08:00,0,0.55,0.45,0.1,jev-1.13.0,412.64,382,31,443d09f9e7914bd370f7629a792a8187
35,2026-09-22T10:42:30.965794+08:00,0,0.53,0.47,0.06,jev-1.13.0,473.51,381,31,4140061a5593c3b6378dea23b7a2768d
36,2026-09-22T10:42:31.439630+08:00,0,0.55,0.45,0.1,jev-1.13.0,463.06,378,31,ea1ad8b1f87827d75fb8dd8737168b8e
37,2026-09-22T10:42:31.903014+08:00,0,0.52,0.48,0.05,jev-1.13.0,800.8,381,31,a69959b9b462d14d9bb323a3b0208903
38,2026-09-22T10:42:32.704079+08:00,0,0.56,0.44,0.12,jev-1.13.0,787.78,378,31,2ee7d0baa37f75b8e0e298e50ea7b6be
39,2026-09-22T10:42:33.492158+08:00,0,0.54,0.46,0.08,jev-1.13.0,398.0,378,31,347a7101af21902c44556acbb09fcad6
40,2026-09-22T10:42:33.891023+08:00,0,0.54,0.46,0.07,jev-1.13.0,1222.13,379,31,d795d3ce7655e588740c96cd088d7fc6
41,2026-09-22T10:42:35.113547+08:00,0,0.51,0.49,0.02,jev-1.13.0,802.22,380,31,83ec130f2bda04b5738451cf76f058b7
42,2026-09-22T10:42:35.916047+08:00,0,0.53,0.47,0.06,jev-1.13.0,459.38,382,31,50871862501c2924cc728660e1b5c342
43,2026-09-22T10:42:36.375687+08:00,0,0.57,0.43,0.13,jev-1.13.0,846.12,377,31,d24181e975745fef8eeb43faa50a6fa9
44,2026-09-22T10:42:37.222163+08:00,0,0.56,0.44,0.12,jev-1.13.0,464.16,380,31,76547a77dd9d2fb0292f300fd210e960
45,2026-09-22T10:42:37.686662+08:00,0,0.55,0.45,0.09,jev-1.13.0,779.56,378,31,179b7ebefa441be0f315e13c1e8fb99e
46,2026-09-22T10:42:38.466471+08:00,0,0.55,0.45,0.1,jev-1.13.0,441.04,379,31,89c5a8c8c8bec434ed26a1992c45a2be
47,2026-09-22T10:42:38.907986+08:00,0,0.59,0.41,0.18,jev-1.13.0,541.12,379,31,f8168814dbb6f5c72796ed4df97b5926
48,2026-09-22T10:42:39.449493+08:00,0,0.54,0.46,0.08,jev-1.13.0,1311.83,377,31,34a9336bfb3a1faa0c7ee39bbfe64f69
49,2026-09-22T10:42:40.761638+08:00,0,0.54,0.46,0.08,jev-1.13.0,1329.14,379,31,5ee0b089b625828da90611bd12d973fd
50,2026-09-22T10:42:42.091089+08:00,0,0.54,0.46,0.08,jev-1.13.0,481.11,380,31,4509b42dd227cb8162b63f9ff0703008
51,2026-09-22T10:42:42.572469+08:00,0,0.54,0.46,0.08,jev-1.13.0,460.2,380,31,0bfdf4be47d51a1c09d3f315c6619e73
52,2026-09-22T10:42:43.033128+08:00,0,0.55,0.45,0.1,jev-1.13.0,409.22,377,31,ab8f2468db1c82555edd0704ca3b30d6
53,2026-09-22T10:42:43.442615+08:00,0,0.56,0.44,0.11,jev-1.13.0,1338.99,381,31,36f3c0b3cd8ea9e062c085d42d86134d
54,2026-09-22T10:42:44.782028+08:00,0,0.56,0.44,0.11,jev-1.13.0,447.41,379,31,6744606bcb6b299165af1d9ab9ed53f2
55,2026-09-22T10:42:45.229844+08:00,0,0.56,0.44,0.13,jev-1.13.0,977.87,381,31,0cfb73eb13a7c57739491c35589d139e
56,2026-09-22T10:42:46.208011+08:00,0,0.53,0.47,0.06,jev-1.13.0,511.13,375,31,f0ed3ccbbc79afc9124efe6e3f361357
57,2026-09-22T10:42:46.719520+08:00,0,0.56,0.44,0.12,jev-1.13.0,521.42,381,31,072fbb46e175a50b350290de37a0f826
58,2026-09-22T10:42:47.241241+08:00,0,0.57,0.43,0.14,jev-1.13.0,465.39,378,31,1a8249d21a60f17d9be74a35dbcbae01
59,2026-09-22T10:42:47.706905+08:00,0,0.6,0.4,0.21,jev-1.13.0,445.67,378,31,a0c403c0654e49613ed8a93a9dccfe39
60,2026-09-22T10:42:48.152836+08:00,0,0.57,0.43,0.14,jev-1.13.0,440.35,380,31,8eae083bf2b867654f74ab05685218b1
61,2026-09-22T10:42:48.593489+08:00,0,0.56,0.44,0.13,jev-1.13.0,470.87,376,31,d1478ee642d47492addacac7c8855bf4
62,2026-09-22T10:42:49.064633+08:00,0,0.54,0.46,0.09,jev-1.13.0,446.25,378,31,2c83c8d3baca43e12b14136310bae6ff
63,2026-09-22T10:42:49.511140+08:00,0,0.56,0.44,0.13,jev-1.13.0,491.49,378,31,70244b2124248aecbc45d47b5eb8ce33
64,2026-09-22T10:42:50.002903+08:00,0,0.55,0.45,0.11,jev-1.13.0,759.76,376,31,ff1c38a96cca442b3ef8edc0dd201e12
65,2026-09-22T10:42:50.762922+08:00,0,0.56,0.44,0.12,jev-1.13.0,524.81,378,31,982fde2a9f25fed9dc28284e69f769c4
66,2026-09-22T10:42:51.287994+08:00,0,0.53,0.47,0.06,jev-1.13.0,1245.17,378,31,0b4d53e8ada37b376f2fab7bd0280f6e
67,2026-09-22T10:42:52.533506+08:00,0,0.56,0.44,0.11,jev-1.13.0,498.33,378,31,dd01aa6d5337b8ffa48c68a2886f167d
68,2026-09-22T10:42:53.032099+08:00,0,0.56,0.44,0.13,jev-1.13.0,797.48,378,31,0cbbdcf27e405ac0b7849df378fdd31f
69,2026-09-22T10:42:53.829853+08:00,0,0.52,0.48,0.04,jev-1.13.0,503.44,378,31,ebaf82f0ba1f369f751880b4c2be3f56
70,2026-09-22T10:42:54.333560+08:00,0,0.53,0.47,0.06,jev-1.13.0,475.14,380,31,4bfc79925a6016d66fa881d5c243cb18
71,2026-09-22T10:42:54.809049+08:00,0,0.53,0.47,0.06,jev-1.13.0,446.54,379,31,67615e2a407b33aeb6dadfc5b711f1e7
72,2026-09-22T10:42:55.255865+08:00,0,0.55,0.45,0.09,jev-1.13.0,416.21,379,31,d391a66f9924bad0c93704c1a7bc80e4
73,2026-09-22T10:42:55.672418+08:00,0,0.56,0.44,0.13,jev-1.13.0,477.48,378,31,fd8ef645c58a949266fe2d76626d7cc4
74,2026-09-22T10:42:56.150255+08:00,0,0.52,0.48,0.04,jev-1.13.0,924.88,382,31,1b17988ea126b45620b07981471e7893
75,2026-09-22T10:42:57.075491+08:00,0,0.55,0.45,0.09,jev-1.13.0,478.38,380,31,32a8525aa1aeb1a2d95429233fe8459c
76,2026-09-22T10:42:57.554189+08:00,0,0.54,0.46,0.08,jev-1.13.0,1243.28,378,31,619650bc62e31bcfb917c470037cfad7
77,2026-09-22T10:42:58.797739+08:00,0,0.55,0.45,0.11,jev-1.13.0,469.24,379,31,681777148bb21028c57ea722add5361f
78,2026-09-22T10:42:59.267265+08:00,0,0.56,0.44,0.12,jev-1.13.0,423.05,381,31,0cb87b6b6a49d13b7535ca65d5593d21
79,2026-09-22T10:42:59.690578+08:00,0,0.57,0.43,0.13,jev-1.13.0,1115.76,382,31,32625542c69f42f310a70304bbf11c63
80,2026-09-22T10:43:00.806617+08:00,0,0.53,0.47,0.07,jev-1.13.0,1244.05,378,31,b3bd10f662bfb3a7df7fc4c93673b941
81,2026-09-22T10:43:02.050959+08:00,0,0.55,0.45,0.09,jev-1.13.0,406.32,380,31,cc01b37d730a8e7f09074028df958a73
82,2026-09-22T10:43:02.457536+08:00,0,0.51,0.49,0.01,jev-1.13.0,449.54,380,31,6781c803bae1fae2c8a3a4f513f3f397
83,2026-09-22T10:43:02.907316+08:00,0,0.53,0.47,0.05,jev-1.13.0,476.7,379,31,a55b8bfa105ba51148c81670cdd4b8b7
84,2026-09-22T10:43:03.384311+08:00,0,0.54,0.46,0.08,jev-1.13.0,493.34,380,31,f3de98572d375842d6f08c0750ce312c
85,2026-09-22T10:43:03.877919+08:00,0,0.55,0.45,0.1,jev-1.13.0,492.61,380,31,170325af20e47c40e5bd8182bdf6a332
86,2026-09-22T10:43:04.370804+08:00,0,0.54,0.46,0.08,jev-1.13.0,441.55,380,31,56e28af09187b9d57b63f345caf7806e
87,2026-09-22T10:43:04.812648+08:00,0,0.53,0.47,0.07,jev-1.13.0,457.22,377,31,75bb218f663fab64a5bb7ca50cc95d04
88,2026-09-22T10:43:05.270169+08:00,0,0.56,0.44,0.11,jev-1.13.0,581.35,380,31,3e5b99fc099ec6d5706216b8a3f09ac1
89,2026-09-22T10:43:05.851801+08:00,0,0.54,0.46,0.08,jev-1.13.0,437.28,379,31,6a58639741fb85b1dc3ee75c3bd63577
90,2026-09-22T10:43:06.289364+08:00,0,0.55,0.45,0.1,jev-1.13.0,486.31,377,31,525997a0c4890ad96eae53bbe5db4cc6
91,2026-09-22T10:43:06.776037+08:00,0,0.55,0.45,0.1,jev-1.13.0,472.93,377,31,433cd0e7b0abd9de9526a265dd4dd2f1
